	Angle[°]	Date	Geometry	Orb	Pass	VH[dB]	VH_dev[dB]	VV[dB]	VV_dev[dB]	SWC[m3/m3]	Pioggia[mm]	Irrigazione[mm]	Temperatura[°C]
0	31.383727539869792	2017-04-04 07:00:00	Budrio_half-right	168	DESCENDING	-20.83001828641299	1.9044757920543158	-11.914824013944475	1.816202533429887	0.17017267824641688	0.0	0.0	8.7339
1	41.39099762341613	2017-04-05 07:00:00	Budrio_half-right	95	DESCENDING	-22.619970875206043	2.6320169469524584	-10.937960859210357	2.0276435550938934	0.14710544329160924	0.0	0.0	11.8548
2	37.171040352892355	2017-04-06 19:00:00	Budrio_half-right	117	ASCENDING	-22.724337018843	2.135878835078774	-12.24735294911051	1.3374398812024793	0.1505272737214765	0.0	0.0	15.6591
3	31.418842103907906	2017-04-10 07:00:00	Budrio_half-right	168	DESCENDING	-22.204780898540417	2.1117935607089957	-12.161257857701205	1.7368755331207038	0.15955024581255145	0.0	0.0	8.5507
4	41.40798496318999	2017-04-11 07:00:00	Budrio_half-right	95	DESCENDING	-23.842130732616486	2.747527518802133	-12.83344912164239	1.6179869640517994	0.1606725067046718	0.0	0.0	10.5575
5	37.1977280196605	2017-04-12 19:00:00	Budrio_half-right	117	ASCENDING	-22.61290762206518	2.3416212131526044	-12.721275695373736	2.057537608146649	0.1501953742178536	0.0	0.0	17.4437
6	31.38079757603136	2017-04-16 07:00:00	Budrio_half-right	168	DESCENDING	-22.121620985858282	1.727341302224949	-11.811802930129552	2.001071475914675	0.1534105412264088	0.0	0.0	12.5296
7	41.391668630600556	2017-04-17 07:00:00	Budrio_half-right	95	DESCENDING	-18.006717772297804	1.7101315071586112	-7.955719288555333	1.6538429647272541	0.23691365506475218	0.0	0.0	10.322
8	37.17351268371931	2017-04-18 19:00:00	Budrio_half-right	117	ASCENDING	-15.149038443797817	1.3128507750551934	-7.788130247648175	1.2051584637069244	0.26161185921347135	6.0	0.0	6.1434
9	31.420567248880875	2017-04-22 07:00:00	Budrio_half-right	168	DESCENDING	-22.36277646913176	1.320840345439013	-9.425847924073015	1.5187419124366863	0.18316254575360152	0.0	0.0	3.947
10	41.40964493409891	2017-04-23 07:00:00	Budrio_half-right	95	DESCENDING	-23.026660393243358	3.9437555846384753	-11.182863644362806	1.7018190771869557	0.17336876001692406	0.0	0.0	8.0833
11	37.19404216834736	2017-04-24 19:00:00	Budrio_half-right	117	ASCENDING	-23.313733671831134	2.989226698796728	-12.958737735377058	1.0721595135570772	0.18723573990121675	0.0	0.0	17.5006
12	31.377955525653082	2017-04-28 07:00:00	Budrio_half-right	168	DESCENDING	-16.189132173250595	1.6702275437615637	-5.795674680997386	1.9170924041479465	0.2713878164812009	0.0	0.0	11.1801
13	41.38772019443206	2017-04-29 07:00:00	Budrio_half-right	95	DESCENDING	-21.59826158972068	1.946773254288094	-10.345768305509159	2.4373161492037276	0.20784438729021354	0.0	0.0	7.5196
14	37.16851089675403	2017-04-30 19:00:00	Budrio_half-right	117	ASCENDING	-21.85849322391198	2.0280528019983186	-11.714628953752092	1.0004541379572385	0.18003657094249007	0.0	0.0	16.1179
15	31.42442525497015	2017-05-04 07:00:00	Budrio_half-right	168	DESCENDING	-17.37311961273455	1.7434186554068694	-6.13024151602816	1.7309022283520414	0.20126469833579616	0.0	0.0	11.4876
16	41.41277467092485	2017-05-05 07:00:00	Budrio_half-right	95	DESCENDING	-16.88269363742422	2.272839325073517	-6.723327187938448	1.9705061255075045	0.2644660638209883	0.0	0.0	9.4898
17	37.201205523519185	2017-05-06 19:00:00	Budrio_half-right	117	ASCENDING	-14.60927167672592	1.9366231942260392	-5.813568360034819	1.43720080929658	0.2510701898506981	6.0	0.0	13.6863
18	31.37217247133692	2017-05-10 07:00:00	Budrio_half-right	168	DESCENDING	-15.223373761312985	1.9653598738120088	-6.139439225951973	1.81342127094729	0.3214425811442417	0.0	0.0	10.2424
19	41.37797792401389	2017-05-11 07:00:00	Budrio_half-right	95	DESCENDING	-18.55758791123285	1.341874816720575	-7.976025770919464	1.6621506932324548	0.29241390869338535	0.0	0.0	13.0038
20	37.166929422689364	2017-05-12 19:00:00	Budrio_half-right	117	ASCENDING	-16.04028375444574	1.3383150241627029	-7.049157684771801	1.5902855533404223	0.25993047596524177	5.0	0.0	17.5478
21	31.38059061182471	2017-05-16 07:00:00	Budrio_half-right	168	DESCENDING	-17.000643311898525	1.4717202350672585	-7.03916000839064	1.6289002968228223	0.27493905848081385	0.0	0.0	15.4188
22	41.41376446087851	2017-05-17 07:00:00	Budrio_half-right	95	DESCENDING	-22.109287827956912	3.0342024069842513	-11.73018939202258	2.0135606642309423	0.25747997493060965	0.0	0.0	15.6164
23	37.20010369393855	2017-05-18 19:00:00	Budrio_half-right	117	ASCENDING	-22.499210374505527	1.30043850581776	-13.045274915334133	1.891395371745023	0.21642951413845998	0.0	0.0	21.7876
24	31.376160585701705	2017-05-22 07:00:00	Budrio_half-right	168	DESCENDING	-20.874333246641385	2.353009174792863	-10.254558856526032	1.4944100075746642	0.16597188620679332	0.0	0.0	15.7527
25	41.37746663918944	2017-05-23 07:00:00	Budrio_half-right	95	DESCENDING	-21.05430946170239	1.998399099275786	-12.178568155497965	1.5906941259051788	0.16405015050080535	0.0	0.0	17.7367
26	37.16092263533814	2017-05-24 19:00:00	Budrio_half-right	117	ASCENDING	-20.484862443058816	1.650434938786915	-10.521464559365484	1.577039549517439	0.3005551679879181	0.0	0.0	27.1429
27	31.385086266163388	2017-05-28 07:00:00	Budrio_half-right	168	DESCENDING	-21.482750477213294	2.2355490036988814	-9.950359038812158	1.7208730073220473	0.2647203731341871	0.0	0.0	18.6296
28	41.39828138866866	2017-05-29 07:00:00	Budrio_half-right	95	DESCENDING	-22.286519813293783	2.4048644506028216	-11.522000152280974	1.8608657439618843	0.21459756876923952	0.0	0.0	16.361
29	37.20071901401619	2017-05-30 19:00:00	Budrio_half-right	117	ASCENDING	-21.22524472613985	2.685717320164442	-12.25717479859625	2.2797699542209644	0.31583166252545397	0.0	0.0	26.1032
30	31.248794452539546	2017-06-03 07:00:00	Budrio_half-right	168	DESCENDING	-21.411042135315014	2.5021840260566366	-10.094448504058061	1.8280531266817248	0.22563725670163	0.0	0.0	19.9751
31	41.38374747244226	2017-06-04 07:00:00	Budrio_half-right	95	DESCENDING	-21.267312695165266	2.1000106777039806	-13.755876335949553	1.8415364327270796	0.2078211622907815	0.0	0.0	21.2364
32	37.16698750314779	2017-06-05 19:00:00	Budrio_half-right	117	ASCENDING	-20.118701968139913	1.533619987672826	-11.732458038906662	1.9399031079123132	0.21302394191135238	0.0	0.0	25.0
33	31.232407468488592	2017-06-09 07:00:00	Budrio_half-right	168	DESCENDING	-20.683979841583163	1.057361696903062	-10.639516364631	1.8396085242044193	0.19753565096055187	0.0	0.0	16.075
34	41.38988539771086	2017-06-10 07:00:00	Budrio_half-right	95	DESCENDING	-20.33797132231022	1.9421442096046158	-12.250474913188436	1.6515741647673041		0.0	0.0	18.4929
35	37.19764608664495	2017-06-11 19:00:00	Budrio_half-right	117	ASCENDING	-20.522815636232167	2.4856332171012316	-12.862308032108995	2.4020582689128296		0.0	0.0	27.6852
36	31.249129736262063	2017-06-15 07:00:00	Budrio_half-right	168	DESCENDING	-15.51672568150269	1.630409804724243	-5.641871504819453	1.6109426558754063		0.0	0.0	20.9592
37	41.38358947633245	2017-06-16 07:00:00	Budrio_half-right	95	DESCENDING	-16.924753021793574	2.1540334051141583	-8.800373695660722	1.7756162755044662		0.0	0.0	22.2402
38	37.17013725126632	2017-06-17 19:00:00	Budrio_half-right	117	ASCENDING	-18.42223008789716	1.8162436615182849	-11.91354352743195	1.9378753596134304	0.20967908250727507	0.0	0.0	27.8536
39	31.239165519453874	2017-06-21 07:00:00	Budrio_half-right	168	DESCENDING	-18.080255960422964	2.2560081166815555	-8.706853207008002	1.3373647407293863	0.19087313172846532	0.0	0.0	22.7455
40	41.390092892609566	2017-06-22 07:00:00	Budrio_half-right	95	DESCENDING	-17.488853476689226	1.8618917933027759	-9.739474567657755	1.6904311236445098	0.15625669060984224	0.0	0.0	22.9026
41	37.19624149791391	2017-06-23 19:00:00	Budrio_half-right	117	ASCENDING	-16.06016187331797	1.4377202343546345	-9.819013918421291	1.9055699091543323	0.19432066974266174		0.0	32.5663
42	31.24371920606728	2017-06-27 07:00:00	Budrio_half-right	168	DESCENDING	-14.31790881229054	2.22365020390995	-6.94616402464992	1.8917520969073018	0.2768170245663929		0.0	21.5373
43	41.38413516049269	2017-06-28 07:00:00	Budrio_half-right	95	DESCENDING	-14.834832358920506	1.873661272241842	-8.467470408093716	1.5298268658435652	0.2542097852304982	0.0	0.0	23.3064
44	37.16668857396274	2017-06-29 19:00:00	Budrio_half-right	117	ASCENDING	-13.941523851863849	1.798010025957406	-9.613890112443382	1.1957183346608526	0.23941499517317466	0.0	0.0	26.0765
45	31.28103950706374	2017-07-03 07:00:00	Budrio_half-right	168	DESCENDING	-15.458604831925395	1.3450230255783504	-8.790750157199527	1.7379132431714193	0.1703401443390764	0.0	0.0	20.3082
46	41.39668287012222	2017-07-04 07:00:00	Budrio_half-right	95	DESCENDING	-15.52835268777421	1.9958041910613538	-9.855969695244383	1.7901765274747192	0.1425480244577403	0.0	0.0	20.6101
47	37.19407269029329	2017-07-05 19:00:00	Budrio_half-right	117	ASCENDING	-15.99446658214978	2.141375384888103	-8.756288606012097	1.3800341509984944	0.27943445106422604	0.0	0.0	29.8123
48	31.242605779991777	2017-07-09 07:00:00	Budrio_half-right	168	DESCENDING	-15.512942851103134	2.2881444311799557	-9.31908819208841	2.3443985632267363	0.11468824976578196	0.0	0.0	24.1695
49	41.37911255363606	2017-07-10 07:00:00	Budrio_half-right	95	DESCENDING	-16.932220807358686	2.1884674938472317	-9.503241939530364	1.8072321565767133	0.10938941172731892	0.0	0.0	24.9953
50	37.16461378541132	2017-07-11 19:00:00	Budrio_half-right	117	ASCENDING	-14.375059182404904	1.3852512891518534	-8.256009006994683	1.6480638022157412	0.29125216360568273	0.0	0.0	23.2112
51	31.241797895671585	2017-07-15 07:00:00	Budrio_half-right	168	DESCENDING	-15.66280340989238	1.7961016035827861	-6.943071052269798	1.8636474662354898	0.17742978457145367	0.0	0.0	20.0226
52	41.39829477216584	2017-07-16 07:00:00	Budrio_half-right	95	DESCENDING	-15.143736148841393	2.0313779647813024	-8.642705407682449	2.2500861649433626	0.16118526303985706	0.0	0.0	18.5159
53	37.20143525675438	2017-07-17 19:00:00	Budrio_half-right	117	ASCENDING	-15.011546239716356	1.5807161412558786	-9.652901794060583	1.5695462736795558	0.14326497412238468	0.0	0.0	27.0608
54	31.246371230816973	2017-07-21 07:00:00	Budrio_half-right	168	DESCENDING	-14.349066422412566	1.5436871966163468	-8.575677601383086	2.4651746479447687	0.16781808114956268	0.0	0.0	21.7637
55	41.37903099060058	2017-07-22 07:00:00	Budrio_half-right	95	DESCENDING	-16.325264961890714	1.3283863055666973	-8.438296361125579	1.5995975661116806	0.1516997861751517	0.0	0.0	24.2819
56	37.16417244073889	2017-07-23 19:00:00	Budrio_half-right	117	ASCENDING	-16.02133556133802	1.7906337124734286	-9.63253172930673	1.7403929637708349	0.1252561897490869	0.0	0.0	32.0736
57	31.23825099266366	2017-07-27 07:00:00	Budrio_half-right	168	DESCENDING	-15.268690501492507	1.7584950886192965	-8.699124259788864	1.5017200280935687	0.20866755851078891	0.0	0.0	18.5568
58	41.393358347812324	2017-07-28 07:00:00	Budrio_half-right	95	DESCENDING	-15.830938933444024	1.8052209406581046	-9.770780857497448	2.1700460044559975	0.1650151824214351	0.0	0.0	20.9465
59	37.20100656890651	2017-07-29 19:00:00	Budrio_half-right	117	ASCENDING	-14.37338093873927	1.737628762246736	-9.285848619231052	1.6267149328639487	0.11885987731102395	0.0	0.0	29.3193
60	31.243830162041792	2017-08-02 07:00:00	Budrio_half-right	168	DESCENDING	-14.061209616993906	2.743210039413191	-9.218658995525365	1.9551420242139645	0.25041857022785147	0.0	0.0	24.1022
61	41.38104716376732	2017-08-03 07:00:00	Budrio_half-right	95	DESCENDING	-14.867915900687526	1.7292420230411072	-9.95742233771243	1.4517883547917507	0.21644072221657745	0.0	0.0	25.5026
62	37.16394299998714	2017-08-04 19:00:00	Budrio_half-right	117	ASCENDING	-14.780463454992542	1.0998930764098298	-9.896260999710234	1.991464711417541	0.17105953411731809	0.0	0.0	36.7559
63	31.234394418391712	2017-08-08 07:00:00	Budrio_half-right	168	DESCENDING	-14.379433926901125	2.2298657255700887	-7.660531436991132	1.6414991850907026	0.2607525330262874	0.0	0.0	21.0533
64	41.39130517826186	2017-08-09 07:00:00	Budrio_half-right	95	DESCENDING	-14.46246054214386	1.1913728839153739	-8.825207039096647	1.5493698590249665	0.24170682413034367	0.0	0.0	22.301
65	37.19797161642055	2017-08-10 19:00:00	Budrio_half-right	117	ASCENDING	-13.7431401299598	2.1060827108755706	-7.709491547947438	1.2189795824594147	0.2640313596236926	0.0	0.0	27.4117
66	31.247900141147955	2017-08-14 07:00:00	Budrio_half-right	168	DESCENDING	-14.456329117283133	1.8301510475253284	-8.143513805438198	0.9599672613035771	0.16232604982736068	0.0	0.0	17.8041
67	41.386940805417865	2017-08-15 07:00:00	Budrio_half-right	95	DESCENDING	-16.044962139149035	1.5686759691289553	-10.280703768723804	2.0728914709830124	0.14092562049050783	0.0	0.0	18.6443
68	37.16798591631951	2017-08-16 19:00:00	Budrio_half-right	117	ASCENDING	-13.847376981272056	1.7965030252117684	-8.311002238788511	1.6634263774373907	0.15573958243223857	0.0	0.0	28.7129
69	31.24156956414427	2017-08-20 07:00:00	Budrio_half-right	168	DESCENDING	-14.454306562322651	1.6816770029489005	-7.503002587300008	1.7774604339622915	0.22555801657020885	0.0	0.0	20.6298
70	41.39584401320066	2017-08-21 07:00:00	Budrio_half-right	95	DESCENDING	-15.578862265172566	2.0112664756433394	-10.149032178361862	1.3056573813488659	0.22292937756297704	0.0	0.0	17.4557
71	37.19578171649046	2017-08-22 19:00:00	Budrio_half-right	117	ASCENDING	-14.277146497455663	1.888395901569586	-8.25533120858057	1.764811591801033	0.13517509328357005	0.0	0.0	25.0959
72	31.24406457941211	2017-08-26 07:00:00	Budrio_half-right	168	DESCENDING	-14.930241628876521	1.8343352907704105	-7.803807852885077	1.6196643348359185	0.12818081370892212	0.0	0.0	20.4528
73	41.38259095669865	2017-08-27 07:00:00	Budrio_half-right	95	DESCENDING	-14.781512996849013	1.9984677425963242	-9.145245434183526	1.7961467569953218	0.1178998752305905	0.0	0.0	22.2811
74	37.168627805623416	2017-08-28 19:00:00	Budrio_half-right	117	ASCENDING	-14.738639395524501	1.6688807706789799	-9.159822067238997	1.822023614562497	0.12130536162993391	0.0	0.0	29.8859
75	31.278728478561078	2017-09-01 07:00:00	Budrio_half-right	168	DESCENDING	-14.518733745502203	2.0054220789791484	-6.799503796182176	1.7592187740704008	0.12897246418561373	3.5	0.0	18.8038
76	41.39375017274099	2017-09-02 07:00:00	Budrio_half-right	95	DESCENDING	-14.975785205876079	1.7136546560977237	-9.071657900475511	1.5166070970164356	0.1452257567479108	0.0	0.0	15.5614
77	31.24240997269325	2017-09-07 07:00:00	Budrio_half-right	168	DESCENDING	-15.078998443158495	1.9214205392698447	-9.925270993104187	1.9202664197996986	0.1390651176347172	0.0	0.0	18.046
78	41.38015772419856	2017-09-08 07:00:00	Budrio_half-right	95	DESCENDING	-15.166485747500605	2.442828629144503	-8.455067704602081	2.0683037539378	0.1969089556679065	0.0	0.0	16.5124
79	37.16418684181448	2017-09-09 19:00:00	Budrio_half-right	117	ASCENDING	-14.815280184641848	2.688274897504207	-9.534615389556096	1.8508982522081372	0.13756331109427297	0.0	0.0	23.9073
80	31.28029923334921	2017-09-13 07:00:00	Budrio_half-right	168	DESCENDING	-13.424711675370474	1.4757662574886585	-7.058868318892935	1.8349570155464812	0.24680483671998235	0.0	0.0	11.0198
81	41.39491670856278	2017-09-14 07:00:00	Budrio_half-right	95	DESCENDING	-15.086402165446437	1.536117048955589	-8.847712838784718	1.7235282030046104	0.14999483210283773	0.0	0.0	13.7799
82	37.20290912327685	2017-09-15 19:00:00	Budrio_half-right	117	ASCENDING	-17.931954047161053	1.5945169035644728	-10.249959965466799	1.7240640102338758	0.23929584101439044	0.0	0.0	18.5592
83	31.240212128539483	2017-09-19 07:00:00	Budrio_half-right	168	DESCENDING	-14.779862158597956	2.03585907270142	-5.979058052828806	1.2778083852477597	0.27863987110472804	5.8	0.0	12.2334
84	41.37739506260703	2017-09-20 07:00:00	Budrio_half-right	95	DESCENDING	-15.385940046416515	1.4118106840819367	-9.06687258927932	2.157196271780615	0.36085719115174425	0.0	0.0	11.8187
85	37.16454553135971	2017-09-21 19:00:00	Budrio_half-right	117	ASCENDING	-18.16120847952522	1.4010841764585578	-10.782493474217336	1.9563554832285488	0.2629078527963761	0.0	0.0	18.9523
86	31.275319314901186	2017-09-25 07:00:00	Budrio_half-right	168	DESCENDING	-13.64592631593932	1.452945207728567	-4.051213178517366	1.4406742449578538	0.3069956344962936	0.0	0.0	12.0315
87	41.39557048834325	2017-09-26 07:00:00	Budrio_half-right	95	DESCENDING	-16.4012401068178	1.4908038164345447	-7.794866743020893	2.73718086171473	0.24725114734162776	0.0	0.0	11.9062
88	37.203517798155346	2017-09-27 19:00:00	Budrio_half-right	117	ASCENDING	-18.810850312783025	1.6446573325064957	-10.323428464724493	2.1776682436344936	0.2011456333051212	0.0	0.0	19.4564
89	31.24662877284071	2017-10-01 07:00:00	Budrio_half-right	168	DESCENDING	-19.0091863167589	1.555501744831858	-10.260101831487878	1.9043610248563392	0.15185649445192437	0.0	0.0	13.2976
90	41.38026380143246	2017-10-02 07:00:00	Budrio_half-right	95	DESCENDING	-19.243406292837488	1.92230477090033	-10.331942714248495	1.9984251098809083	0.17371207626629495	0.0	0.0	13.348
91	37.16534456975676	2017-10-03 19:00:00	Budrio_half-right	117	ASCENDING	-18.672177180961754	1.6314086432646409	-11.070147390316441	1.8613472638868627	0.15108079995882137	0.0	0.0	18.3252
92	31.273559180330103	2017-10-07 07:00:00	Budrio_half-right	168	DESCENDING	-12.994369879476004	1.8378839696001794	-3.091294697760816	2.242753240573919	0.3006922867884172	0.0	0.0	8.9667
93	41.3922306034628	2017-10-08 07:00:00	Budrio_half-right	95	DESCENDING	-15.38638011061184	1.8286489166143751	-6.436261865302737	1.4629936726763435	0.26161185921347135	0.0	0.0	10.9728
94	37.200549843178706	2017-10-09 19:00:00	Budrio_half-right	117	ASCENDING	-18.75990858645539	2.2844166463393814	-9.801605077996674	1.1506412207971632	0.20868620969519516	0.0	0.0	17.1471
95	31.248735235593653	2017-10-13 07:00:00	Budrio_half-right	168	DESCENDING	-18.44930845386506	2.089780145313389	-7.475912886322991	1.9437951492295755	0.19392049438639147	0.0	0.0	9.8873
96	41.38224725584677	2017-10-14 07:00:00	Budrio_half-right	95	DESCENDING	-19.71458338344905	1.753301154719854	-10.002828922443706	1.173895490453202	0.16971730133295318	0.0	0.0	8.931
97	37.16883616617521	2017-10-15 19:00:00	Budrio_half-right	117	ASCENDING	-20.046440767427164	1.7916643986548026	-12.058619815657284	1.553828183037104	0.17485769653163818	0.0	0.0	19.6945
98	31.2756137786062	2017-10-19 07:00:00	Budrio_half-right	168	DESCENDING	-20.650766876059766	2.106095538826831	-8.497451833481191	1.5425712478455196	0.14227812492097822	0.0	0.0	12.2379
99	41.391309005570086	2017-10-20 07:00:00	Budrio_half-right	95	DESCENDING	-19.1094533649911	1.72357724282386	-10.156262298290805	1.2189191105693709	0.15686430936548335	0.0	0.0	13.3507
100	37.195716783333296	2017-10-21 19:00:00	Budrio_half-right	117	ASCENDING	-21.412895857153046	2.4042070854819997	-11.654364349565284	1.3582689169315172	0.18770276614520817	0.0	0.0	16.2372
101	31.24427526798713	2017-10-25 07:00:00	Budrio_half-right	168	DESCENDING	-20.46745759644207	3.9808966114708153	-8.667057373858832	1.819461225708544	0.1574230095656617	0.0	0.0	4.0177
102	41.38025627973195	2017-10-26 07:00:00	Budrio_half-right	95	DESCENDING	-19.882917590552548	1.8023173689298098	-10.557746389101753	1.581813801613037	0.15563677590720024	0.0	0.0	5.1388
103	37.17267018077121	2017-10-27 19:00:00	Budrio_half-right	117	ASCENDING	-19.356793595546257	1.9745886759208688	-11.910804588317184	1.8125336200819002	0.15552529137122015	0.0	0.0	14.4822
104	31.274118568445868	2017-10-31 06:00:00	Budrio_half-right	168	DESCENDING	-20.319961648257912	2.037577442076637	-8.33858680519358	1.7391195466892648	0.16710470949795753	0.0	0.0	4.9978
105	41.39132671937486	2017-11-01 06:00:00	Budrio_half-right	95	DESCENDING	-19.798863552073342	2.1547666815096425	-10.685642891734654	1.487614507876228	0.12405207137346956		0.0	
