Date,PET_mean (kg/m2/8day),PET_variance
2014-10-08T00:00:00Z,17.3,0.275555556
2014-10-16T00:00:00Z,20.15681818,0.008888889
2014-10-24T00:00:00Z,14.62045455,0.002222222
2014-11-01T00:00:00Z,10.58863636,0.046666667
2014-11-17T00:00:00Z,6.7,0
2014-12-03T00:00:00Z,4.479545455,0.002222222
2014-12-11T00:00:00Z,4.892045455,0.002222222
2014-12-19T00:00:00Z,4.171590909,0.002222222
2014-12-27T00:00:00Z,3.351136364,0.006666667
2015-01-01T00:00:00Z,6.443181818,0.008888889
2015-01-09T00:00:00Z,5.179545455,0.002222222
2015-01-17T00:00:00Z,6.020454545,0.002222222
2015-01-25T00:00:00Z,7.1,0
2015-02-02T00:00:00Z,6.1,4.74E-15
2015-02-10T00:00:00Z,9.444,0.01
2015-02-18T00:00:00Z,9,0
2015-02-26T00:00:00Z,10.8,0
2015-03-06T00:00:00Z,21.4,7.58E-14
2015-03-14T00:00:00Z,19.19204545,0.002222222
2015-03-22T00:00:00Z,19.48977273,0.028888889
2015-03-30T00:00:00Z,27.9,0
2015-04-07T00:00:00Z,38.98977273,0.046666667
2015-04-15T00:00:00Z,34.34090909,0.008888889
2015-05-01T00:00:00Z,40.27727273,0.762222222
2015-05-09T00:00:00Z,46.58863636,0.046666667
2015-05-17T00:00:00Z,37.97840909,0.046666667
2015-05-25T00:00:00Z,49.85555556,0.01
2015-06-02T00:00:00Z,68.12159091,0.108888889
2015-06-10T00:00:00Z,47.7875,0.202222222
2015-06-18T00:00:00Z,52,0
2015-06-26T00:00:00Z,68.5625,0.06
2015-07-04T00:00:00Z,63.84886364,0.095555556
2015-07-12T00:00:00Z,64.31363636,0.086666667
2015-07-20T00:00:00Z,59.11022727,0.202222222
2015-07-28T00:00:00Z,56.06931818,0.068888889
2015-08-05T00:00:00Z,56.40795455,0.002222222
2015-08-13T00:00:00Z,44.13977273,0.602222222
2015-08-21T00:00:00Z,48.1125,0.108888889
2015-08-29T00:00:00Z,48.35113636,0.202222222
2015-09-06T00:00:00Z,38.95227273,1.415555556
2015-09-14T00:00:00Z,33.64204545,0.62
2015-09-30T00:00:00Z,15.79431818,8.82
2015-10-08T00:00:00Z,17.00909091,0.426666667
2015-10-16T00:00:00Z,16.91136364,0.062222222
2015-10-24T00:00:00Z,14.38863636,0.062222222
2015-11-01T00:00:00Z,17.01136364,0.115555556
2015-11-09T00:00:00Z,11.6,0
2015-11-17T00:00:00Z,5.663636364,0.006666667
2015-11-25T00:00:00Z,5.843181818,0.008888889
2015-12-03T00:00:00Z,5.192045455,0.002222222
2015-12-11T00:00:00Z,4.663636364,0.006666667
2015-12-27T00:00:00Z,3.020454545,0.002222222
2016-01-01T00:00:00Z,3.192045455,0.002222222
2016-01-09T00:00:00Z,6.630681818,0.015555556
2016-01-17T00:00:00Z,8.531818182,0.035555556
2016-02-02T00:00:00Z,8.2,1.89E-14
2016-02-10T00:00:00Z,8.543181818,0.008888889
2016-02-18T00:00:00Z,9.976136364,0.02
2016-02-26T00:00:00Z,11.66363636,0.006666667
2016-03-05T00:00:00Z,10.48863636,0.046666667
2016-03-13T00:00:00Z,17.78409091,0.008888889
2016-03-21T00:00:00Z,20.00454545,0.015555556
2016-03-29T00:00:00Z,30.81931818,0.042222222
2016-04-06T00:00:00Z,30.56818182,0.035555556
2016-04-14T00:00:00Z,35.98636364,0.035555556
2016-04-22T00:00:00Z,26.15555556,0.01
2016-04-30T00:00:00Z,40.88522727,0.02
2016-05-16T00:00:00Z,46.79431818,0.508888889
2016-05-24T00:00:00Z,53.46022727,0.215555556
2016-06-01T00:00:00Z,38.33977273,0.046666667
2016-06-09T00:00:00Z,41.31477273,0.295555556
2016-06-17T00:00:00Z,55.8875,0.006666667
2016-06-25T00:00:00Z,63.96363636,0.006666667
2016-07-03T00:00:00Z,63.74444444,0.01
2016-07-11T00:00:00Z,59.24431818,0.015555556
2016-07-19T00:00:00Z,55.15909091,0.542222222
2016-07-27T00:00:00Z,57.65454545,0.042222222
2016-08-04T00:00:00Z,50.78636364,0.282222222
2016-08-12T00:00:00Z,51.41590909,0.008888889
2016-08-20T00:00:00Z,51.69204545,0.246666667
2016-08-28T00:00:00Z,46.3,0
2016-09-05T00:00:00Z,39.5,0
2016-09-13T00:00:00Z,30.75227273,0.168888889
2016-09-21T00:00:00Z,35.06818182,0.068888889
2016-09-29T00:00:00Z,24.78,0.01
2016-10-07T00:00:00Z,12.15568182,0.015555556
2016-10-15T00:00:00Z,16.28409091,0.008888889
2016-10-23T00:00:00Z,14.35568182,0.015555556
2016-10-31T00:00:00Z,9.735227273,0.015555556
2016-11-08T00:00:00Z,9,0
2016-11-16T00:00:00Z,5.747727273,0.028888889
2016-11-24T00:00:00Z,7.063636364,0.006666667
2016-12-02T00:00:00Z,5.045454545,0.042222222
2016-12-10T00:00:00Z,4.476136364,0.02
2016-12-18T00:00:00Z,6.220454545,0.002222222
2016-12-26T00:00:00Z,6.788636364,0.206666667
2017-01-01T00:00:00Z,6.003409091,0.028888889
2017-01-09T00:00:00Z,6.203409091,0.028888889
2017-01-17T00:00:00Z,4.771590909,0.002222222
2017-01-25T00:00:00Z,5.8,0
2017-02-02T00:00:00Z,5.392045455,0.002222222
2017-02-10T00:00:00Z,10.16363636,0.006666667
2017-02-18T00:00:00Z,12.35568182,0.015555556
2017-02-26T00:00:00Z,14.1875,0.006666667
2017-03-06T00:00:00Z,23.79659091,0.086666667
2017-03-14T00:00:00Z,25.43181818,0.035555556
2017-03-22T00:00:00Z,28.51590909,0.008888889
2017-03-30T00:00:00Z,28.93295455,0.14
2017-04-07T00:00:00Z,39.41931818,0.042222222
2017-04-15T00:00:00Z,36.23181818,0.068888889
2017-04-23T00:00:00Z,34.86363636,0.575555556
2017-05-01T00:00:00Z,36.14659091,0.242222222
2017-05-09T00:00:00Z,45.09431818,0.286666667
2017-05-17T00:00:00Z,52.99318182,0.115555556
2017-05-25T00:00:00Z,60.67954545,0.186666667
2017-06-02T00:00:00Z,55.28181818,0.042222222
2017-06-10T00:00:00Z,59.25795455,0.135555556
2017-06-18T00:00:00Z,61.44204545,0.082222222
2017-06-26T00:00:00Z,54.12386364,0.02
2017-07-04T00:00:00Z,65.65568182,0.108888889
2017-07-12T00:00:00Z,61.14204545,0.406666667
2017-07-20T00:00:00Z,55.75454545,0.042222222
2017-07-28T00:00:00Z,61.49204545,0.162222222
2017-08-05T00:00:00Z,52.23333333,0.0225
2017-08-13T00:00:00Z,53.95568182,0.166666667
2017-08-21T00:00:00Z,53,0
2017-08-29T00:00:00Z,46.06136364,0.02
2017-09-06T00:00:00Z,27.25,0.0625
2017-09-14T00:00:00Z,29.04772727,0.028888889
2017-09-22T00:00:00Z,27.11,0.0025
2017-09-30T00:00:00Z,22.65113636,0.006666667
2017-10-08T00:00:00Z,27.528,0.0025
2017-10-16T00:00:00Z,25.27777778,0.0025
2017-10-24T00:00:00Z,19.24204545,0.135555556
2017-11-01T00:00:00Z,9.096590909,0.028888889
2017-11-17T00:00:00Z,7.092045455,0.002222222
2017-11-25T00:00:00Z,6.785227273,0.02
2017-12-03T00:00:00Z,5.331818182,0.035555556
2017-12-11T00:00:00Z,5.415909091,0.008888889
2017-12-19T00:00:00Z,6.067045455,0.015555556
2017-12-27T00:00:00Z,2.951136364,0.006666667
2018-01-01T00:00:00Z,5.243181818,0.008888889
2018-01-09T00:00:00Z,4.963636364,0.006666667
2018-01-17T00:00:00Z,8.023863636,0.02
2018-02-02T00:00:00Z,6.188888889,0.0625
2018-02-10T00:00:00Z,9.563636364,0.006666667
2018-02-18T00:00:00Z,5.7,0
2018-02-26T00:00:00Z,6.109090909,1.28
2018-03-06T00:00:00Z,9,0
2018-03-22T00:00:00Z,22.52727273,0.026666667
2018-03-30T00:00:00Z,24.7,0
2018-04-07T00:00:00Z,28.66022727,0.055555556
2018-04-15T00:00:00Z,42.47159091,0.002222222
2018-04-23T00:00:00Z,47.23636364,0.142222222
2018-05-09T00:00:00Z,33.24772727,1.146666667
2018-05-17T00:00:00Z,42.66363636,0.486666667
2018-05-25T00:00:00Z,54.576,0.16
2018-06-02T00:00:00Z,46.38863636,0.046666667
2018-06-10T00:00:00Z,53.672,0.0025
2018-06-18T00:00:00Z,54.80795455,0.002222222
2018-06-26T00:00:00Z,66.72727273,0.026666667
2018-07-04T00:00:00Z,58.03333333,0.0225
2018-07-12T00:00:00Z,60.93409091,0.046666667
2018-07-20T00:00:00Z,54.75340909,0.242222222
2018-07-28T00:00:00Z,54.41477273,0.02
2018-08-05T00:00:00Z,54.4,0
2018-08-13T00:00:00Z,48.52613636,0.046666667
2018-08-21T00:00:00Z,49.34431818,0.108888889
2018-08-29T00:00:00Z,36.16022727,0.046666667
2018-09-06T00:00:00Z,44.9,0
2018-09-14T00:00:00Z,34.15795455,0.086666667
2018-09-22T00:00:00Z,35.72386364,0.02
2018-09-30T00:00:00Z,23.52159091,0.046666667
2018-10-08T00:00:00Z,22.79090909,0.095555556
2018-10-16T00:00:00Z,15.86,0.09
2018-10-24T00:00:00Z,14.77386364,0.135555556
2018-11-01T00:00:00Z,8.8,0
2018-11-09T00:00:00Z,10.3,0
2018-11-25T00:00:00Z,5.56,0.0625
2018-12-03T00:00:00Z,7.663636364,0.006666667
2018-12-11T00:00:00Z,6.159090909,0.008888889
2018-12-19T00:00:00Z,3.920454545,0.002222222
2018-12-27T00:00:00Z,3.971590909,0.002222222
2019-01-01T00:00:00Z,7.495454545,0.015555556
2019-01-09T00:00:00Z,9.3625,0.06
2019-01-17T00:00:00Z,4,0
2019-01-25T00:00:00Z,5.563636364,0.006666667
2019-02-02T00:00:00Z,9.163636364,0.006666667
2019-02-10T00:00:00Z,14.96022727,0.046666667
2019-02-18T00:00:00Z,15.10795455,0.002222222
2019-03-06T00:00:00Z,19.11022727,0.046666667
2019-03-14T00:00:00Z,21.47386364,0.046666667
2019-03-22T00:00:00Z,29.425,0.026666667
2019-03-30T00:00:00Z,28.19318182,0.028888889
2019-04-07T00:00:00Z,20.1,0
2019-04-15T00:00:00Z,25.00340909,0.028888889
2019-04-23T00:00:00Z,30.83181818,0.548888889
2019-05-01T00:00:00Z,32.56704545,0.015555556
2019-05-09T00:00:00Z,30.55681818,0.72
2019-05-25T00:00:00Z,41.54318182,0.108888889
2019-06-02T00:00:00Z,44.57159091,0.002222222
2019-06-10T00:00:00Z,57.83068182,0.015555556
2019-06-18T00:00:00Z,68.68068182,0.042222222
2019-06-26T00:00:00Z,71.09659091,0.086666667
2019-07-04T00:00:00Z,45.11931818,0.068888889
2019-07-12T00:00:00Z,53.56931818,0.015555556
2019-07-20T00:00:00Z,62.4125,0.148888889
2019-07-28T00:00:00Z,52.83522727,0.015555556
2019-08-05T00:00:00Z,50.35,0.0625
2019-08-13T00:00:00Z,49.26704545,0.015555556
2019-08-21T00:00:00Z,33.46704545,0.286666667
2019-08-29T00:00:00Z,41.68977273,0.202222222
2019-09-06T00:00:00Z,39.87954545,0.002222222
2019-09-14T00:00:00Z,33.9,0
2019-09-22T00:00:00Z,25.6,0
2019-09-30T00:00:00Z,23.72727273,0.026666667
2019-10-08T00:00:00Z,22.25568182,0.015555556
2019-10-16T00:00:00Z,20.99204545,0.246666667
2019-10-24T00:00:00Z,13.75568182,0.015555556
2019-11-09T00:00:00Z,4.1,0
2019-12-03T00:00:00Z,5.457954545,0.055555556
2019-12-11T00:00:00Z,4.755681818,0.015555556
2019-12-19T00:00:00Z,6.815909091,0.008888889
2019-12-27T00:00:00Z,4.471590909,0.002222222
2020-01-01T00:00:00Z,13.03522727,0.015555556
2020-01-09T00:00:00Z,7.7,0
2020-01-17T00:00:00Z,5.277777778,0.0025
2020-02-02T00:00:00Z,12.15227273,0.028888889
2020-02-10T00:00:00Z,15.53636364,0.006666667
2020-02-18T00:00:00Z,13.61136364,0.062222222
2020-02-26T00:00:00Z,12.67954545,0.002222222
2020-03-05T00:00:00Z,13.99886364,0.042222222
2020-03-13T00:00:00Z,24.81477273,0.02
2020-03-21T00:00:00Z,16.91590909,0.126666667
2020-03-29T00:00:00Z,31.78863636,0.046666667
2020-04-06T00:00:00Z,43.98295455,0.406666667
2020-04-14T00:00:00Z,27.41590909,0.328888889
2020-04-22T00:00:00Z,40.47045455,0.446666667
2020-04-30T00:00:00Z,41.72159091,0.575555556
2020-05-08T00:00:00Z,44.904,0.1225
2020-05-16T00:00:00Z,45.28888889,0.49
2020-05-24T00:00:00Z,51,0
2020-06-17T00:00:00Z,63.40795455,0.002222222
2020-06-25T00:00:00Z,65.77159091,0.002222222
2020-07-03T00:00:00Z,62.96931818,0.228888889
2020-07-11T00:00:00Z,55.55340909,0.028888889
2020-07-19T00:00:00Z,56.58636364,0.035555556
2020-07-27T00:00:00Z,56.1875,0.148888889
2020-08-04T00:00:00Z,54.27840909,0.526666667
2020-08-12T00:00:00Z,48.52954545,0.082222222
2020-08-20T00:00:00Z,50.53295455,0.082222222
2020-08-28T00:00:00Z,37.63977273,0.046666667
2020-09-05T00:00:00Z,41.84204545,0.086666667
2020-09-13T00:00:00Z,37.03977273,0.046666667
2020-09-21T00:00:00Z,19.81,0.0025
2020-09-29T00:00:00Z,24.46363636,0.746666667
2020-10-15T00:00:00Z,16.25568182,0.015555556
2020-10-31T00:00:00Z,10.59204545,0.246666667
2020-11-16T00:00:00Z,8.793181818,0.028888889
2020-11-24T00:00:00Z,6.336363636,0.142222222
2020-12-02T00:00:00Z,4.3,0
2020-12-10T00:00:00Z,5.098863636,0.042222222
2020-12-26T00:00:00Z,3.135227273,0.015555556
2021-01-01T00:00:00Z,3.1,0
2021-01-09T00:00:00Z,4.827272727,0.026666667
2021-01-17T00:00:00Z,4.786363636,0.035555556
2021-01-25T00:00:00Z,7.2,0
2021-02-02T00:00:00Z,6.721590909,0.095555556
2021-02-10T00:00:00Z,8.122727273,0.015555556
2021-02-18T00:00:00Z,16.69886364,0.086666667
2021-02-26T00:00:00Z,19.5,0
2021-03-06T00:00:00Z,17.67777778,0.0025
2021-03-14T00:00:00Z,18.26136364,0.02
2021-03-22T00:00:00Z,28.90681818,0.028888889
2021-03-30T00:00:00Z,33.90681818,0.028888889
2021-04-07T00:00:00Z,18.47954545,0.002222222
2021-04-15T00:00:00Z,25.59204545,0.002222222
2021-04-23T00:00:00Z,30.63181818,0.068888889
2021-05-01T00:00:00Z,38.64,0.09
2021-05-09T00:00:00Z,31.14204545,0.086666667
2021-05-17T00:00:00Z,41.82727273,0.026666667
2021-05-25T00:00:00Z,55.76363636,0.006666667
2021-06-02T00:00:00Z,52.87840909,0.046666667
2021-06-10T00:00:00Z,57.67272727,0.148888889
2021-06-18T00:00:00Z,58.76477273,0.162222222
2021-06-26T00:00:00Z,64.36818182,0.248888889
2021-07-04T00:00:00Z,57.99431818,0.028888889
2021-07-12T00:00:00Z,44.14444444,0.01
2021-07-20T00:00:00Z,54.10568182,0.286666667
2021-07-28T00:00:00Z,52.67840909,0.046666667
2021-08-05T00:00:00Z,56.8,0
2021-08-13T00:00:00Z,54.05568182,0.335555556
2021-08-21T00:00:00Z,40.45454545,0.042222222
2021-08-29T00:00:00Z,40.26363636,0.142222222
2021-09-06T00:00:00Z,43.80681818,0.126666667
2021-09-14T00:00:00Z,24,0
2021-09-22T00:00:00Z,31.55909091,0.008888889
2021-09-30T00:00:00Z,23.2,0
2021-10-08T00:00:00Z,17.56363636,0.006666667
2021-10-16T00:00:00Z,18.43522727,0.015555556
2021-10-24T00:00:00Z,13.44090909,0.008888889
2021-11-01T00:00:00Z,8.744444444,0.3025
2021-11-09T00:00:00Z,5.875,0.108888889
2021-11-17T00:00:00Z,6.961363636,0.242222222
2021-11-25T00:00:00Z,4.884090909,0.008888889
2021-12-03T00:00:00Z,5.236363636,0.006666667
2021-12-11T00:00:00Z,7.792045455,0.002222222
2021-12-19T00:00:00Z,3.265853659,0.026875
2022-01-01T00:00:00Z,4.7125,0.006666667
2022-01-09T00:00:00Z,6.9,0
2022-01-17T00:00:00Z,6.971590909,0.002222222
2022-01-25T00:00:00Z,7.9,0
2022-02-02T00:00:00Z,11.13294118,0.015555556
2022-02-10T00:00:00Z,8.892941176,0.002222222
2022-02-18T00:00:00Z,14.88823529,0.002222222
2022-02-26T00:00:00Z,14.68352941,0.015555556
2022-03-06T00:00:00Z,20.02823529,0.035555556
2022-03-14T00:00:00Z,19.3,0
2022-03-22T00:00:00Z,34.41058824,0.095555556
2022-03-30T00:00:00Z,17.74936709,0.04
2022-04-07T00:00:00Z,36.09882353,0.068888889
2022-04-15T00:00:00Z,29.99647059,0.62
2022-04-23T00:00:00Z,32.48588235,0.008888889
2022-05-01T00:00:00Z,26.2625,0.0025
2022-05-09T00:00:00Z,53.06117647,0.126666667
2022-05-17T00:00:00Z,53.52823529,0.215555556
2022-05-25T00:00:00Z,38.98117647,0.002222222
2022-06-02T00:00:00Z,50.95294118,0.046666667
2022-06-10T00:00:00Z,60.32941176,0.042222222
2022-06-18T00:00:00Z,56.94235294,0.015555556
2022-06-26T00:00:00Z,63.45647059,0.02
2022-07-04T00:00:00Z,64.20117647,0.062222222
2022-07-12T00:00:00Z,62.3,0
2022-07-20T00:00:00Z,51.85411765,0.028888889
2022-07-28T00:00:00Z,59.53882353,0.126666667
2022-08-05T00:00:00Z,47.84470588,0.015555556
2022-08-13T00:00:00Z,43.29529412,0.062222222
2022-08-21T00:00:00Z,42.34588235,0.74
2022-08-29T00:00:00Z,29.96470588,0.202222222
2022-09-06T00:00:00Z,36.23411765,0.062222222
2022-09-14T00:00:00Z,28.22117647,0.02
2022-09-22T00:00:00Z,21.62588235,0.006666667
2022-09-30T00:00:00Z,23.24588235,0.068888889
2022-10-08T00:00:00Z,18.31294118,0.148888889
2022-10-24T00:00:00Z,20.74823529,0.068888889
2022-11-01T00:00:00Z,14.22588235,0.006666667
2022-11-09T00:00:00Z,6.2,0
